,core_id,serial,fw_version,start,end,loc_id,lat,lon,desc,record_date,battery_level,rain_median,rain_avg,rain_max,rain_min,noise_median,noise_avg,noise_max,noise_min,luminosity,temperature,humidity,pm10,pm25,no2,co,pressure
436,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 06:48:15.173000+00:00,84.34,,-18,12,-397,,53,86,48,6958,19.8,70.1,2,2,1839,184,1009.4
437,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 06:49:10.959000+00:00,83.2,,-82,1,-549,,65,85,63,9086,22.78,80.95,15,15,2293,190,1007.17
438,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 06:52:01.925000+00:00,85.2,,-385,294,-827,,72,86,66,11212,19.14,93.71,2,2,1862,182,1009.26
439,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 06:53:09.369000+00:00,84.01,,-37,60,-357,,60,79,53,4435,16.36,84.06,17,17,1731,187,1010.15
440,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 06:54:16.494000+00:00,85.77,,-15,17,-504,,51,86,45,22704,21.25,57.43,14,14,1679,178,1007.74
441,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 06:54:58.905000+00:00,84.01,,99,913,-255,,72,86,65,3465,17.15,95.85,21,21,441,239,1008.34
442,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 06:55:57.425000+00:00,83.85,,46,264,-217,,68,79,64,4261,16.94,100.0,15,15,1738,203,1008.92
443,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 06:58:54.102000+00:00,84.48,,-131,-1,-438,,65,79,60,11143,17.9,70.3,12,12,1805,215,1008.15
444,3c001c000751373239383834,E27TAB813Y6YHM7,7,2019-03-29,,24,57.0557,9.8925,Vestre Fjordvej/Kastetvej,2019-05-20 06:59:17.113000+00:00,83.2,,10,169,-146,,61,79,56,5058,22.45,53.77,7,7,2103,218,1009.51
445,29001b000751373239383834,E27TAB813TMH4XJ,7,2019-03-29,,23,57.0559,9.9015,Peder Skrams Gade/Olfert Fischers Gade,2019-05-20 06:59:22.923000+00:00,84.91,,-8,17,-247,,52,78,45,3710,18.65,69.21,8,6,1969,180,1009.55
446,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 06:59:57.551000+00:00,84.91,,-11,23,-183,,50,86,44,6603,19.8,71.43,2,2,1830,183,1009.29
447,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 07:00:59.220000+00:00,83.52,,-191,839,-661,,69,86,65,13295,21.78,80.29,17,17,2268,179,1007.01
448,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 07:03:37.355000+00:00,85.48,,-102,3,-1369,,65,86,61,37165,19.31,91.9,28,24,1873,183,1009.1
449,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 07:04:53.629000+00:00,84.34,,-15,522,-474,,70,79,63,5128,16.56,80.7,17,16,1709,188,1009.89
450,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 07:05:48.268000+00:00,86.06,,-9,67,-911,,58,87,53,31248,20.64,58.05,12,10,1621,147,1007.65
451,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 07:06:43.859000+00:00,84.34,,-72,785,-308,,63,86,57,6324,17.2,95.21,19,18,449,230,1008.28
452,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 07:07:41.427000+00:00,84.17,,2,331,-265,,68,79,63,7114,17.03,91.58,13,12,1725,202,1008.86
453,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 07:10:33.849000+00:00,84.62,,-52,6,-353,,61,78,57,18096,18.01,75.92,17,16,1801,191,1008.19
454,29001b000751373239383834,E27TAB813TMH4XJ,7,2019-03-29,,23,57.0559,9.9015,Peder Skrams Gade/Olfert Fischers Gade,2019-05-20 07:11:00.043000+00:00,84.91,,-57,300,-416,,64,78,50,7620,18.72,70.29,11,9,1947,182,1009.57
455,3c001c000751373239383834,E27TAB813Y6YHM7,7,2019-03-29,,24,57.0557,9.8925,Vestre Fjordvej/Kastetvej,2019-05-20 07:11:06.156000+00:00,83.2,,-3,57,-288,,53,78,48,5575,20.6,59.39,10,10,2088,206,1009.49
456,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 07:11:37.567000+00:00,85.63,,-30,122,-397,,63,86,57,6183,20.69,68.62,2,2,1825,183,1009.23
457,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 07:12:45.921000+00:00,83.85,,-53,517,-407,,64,86,60,12496,21.72,79.82,16,15,2290,189,1006.96
458,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 07:15:11.416000+00:00,85.77,,-241,15,-1009,,71,86,68,26983,19.19,89.48,25,23,1885,180,1009.03
459,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 07:16:35.689000+00:00,84.48,,-96,40,-308,,65,78,61,6560,16.59,82.78,18,17,1722,187,1010.03
460,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 07:17:18.301000+00:00,85.63,,-71,127,-519,,62,85,58,29052,20.73,59.06,13,11,1613,172,1007.68
461,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 07:18:25.623000+00:00,84.62,,-82,133,-1437,,70,86,66,3632,17.23,94.02,22,21,442,230,1008.22
462,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 07:19:25.645000+00:00,84.34,,-28,71,-286,,61,78,56,8839,17.02,89.51,16,16,1704,202,1008.89
463,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 07:22:10.697000+00:00,84.91,,-48,29,-282,,62,79,57,10943,18.66,71.5,13,13,1839,219,1008.24
464,29001b000751373239383834,E27TAB813TMH4XJ,7,2019-03-29,,23,57.0559,9.9015,Peder Skrams Gade/Olfert Fischers Gade,2019-05-20 07:22:40.067000+00:00,84.17,,-4,8,-330,,46,79,42,5094,19.1,68.53,9,9,1941,186,1009.56
465,3c001c000751373239383834,E27TAB813Y6YHM7,7,2019-03-29,,24,57.0557,9.8925,Vestre Fjordvej/Kastetvej,2019-05-20 07:22:54.546000+00:00,83.2,,7,45,-214,,54,78,51,5057,20.32,60.79,8,8,2052,200,1009.51
466,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 07:23:14.310000+00:00,85.91,,-33,16,-284,,57,86,52,13707,20.47,67.38,2,2,1821,183,1009.25
467,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 07:24:29.311000+00:00,84.17,,-18,869,-364,,60,84,53,6135,22.27,78.35,17,16,2307,193,1007.07
468,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 07:26:43.483000+00:00,85.91,,-232,16,-612,,69,86,62,18704,19.58,89.28,20,17,1888,168,1009.34
469,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 07:28:14.616000+00:00,84.62,,-9,207,-202,,64,78,59,9929,16.99,80.16,19,18,1709,189,1010.1
470,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 07:28:51.166000+00:00,86.06,,-53,32,-701,,61,86,55,16859,20.6,59.38,15,14,1587,172,1007.79
471,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 07:30:06.271000+00:00,85.2,,54,227,-260,,64,86,60,6334,17.71,92.05,23,20,438,243,1008.45
472,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 07:31:06.442000+00:00,84.48,,-20,93,-364,,61,79,56,11369,17.22,92.91,12,12,1702,201,1009.1
473,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 07:33:49.413000+00:00,85.05,,-32,137,-297,,66,79,63,9658,18.45,68.24,12,11,1843,209,1008.39
474,29001b000751373239383834,E27TAB813TMH4XJ,7,2019-03-29,,23,57.0559,9.9015,Peder Skrams Gade/Olfert Fischers Gade,2019-05-20 07:34:23.254000+00:00,83.68,,-50,3,-263,,58,79,53,6904,19.62,65.13,10,8,1929,170,1009.74
475,3c001c000751373239383834,E27TAB813Y6YHM7,7,2019-03-29,,24,57.0557,9.8925,Vestre Fjordvej/Kastetvej,2019-05-20 07:34:43.326000+00:00,83.2,,73,161,-272,,61,78,55,6842,19.68,61.83,8,8,2049,206,1009.73
476,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 07:34:48.460000+00:00,86.2,,-12,57,-283,,56,86,48,12351,20.43,68.67,2,2,1811,186,1009.38
477,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 07:36:11.620000+00:00,84.48,,-92,885,-382,,64,85,55,4207,21.72,76.3,16,15,2278,174,1007.14
478,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 07:38:11.292000+00:00,86.2,,-77,782,-307,,63,86,59,37277,19.26,89.1,22,20,1897,161,1009.25
479,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 07:39:54.470000+00:00,84.91,,24,202,-233,,54,78,51,7363,17.29,76.19,13,13,1733,194,1010.16
480,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 07:40:21.173000+00:00,85.77,,-18,63,-898,,56,86,50,10563,21.02,56.57,12,11,1553,162,1007.66
481,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 07:41:38.486000+00:00,85.63,,-17,187,-378,,72,87,65,9327,18.03,89.4,23,23,436,250,1008.38
482,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 07:42:45.246000+00:00,84.62,,-80,39,-487,,67,79,61,8434,17.39,90.09,12,12,1681,175,1009.04
483,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 07:45:26.503000+00:00,85.2,,-58,51,-424,,63,79,59,16585,18.23,66.97,15,15,1830,207,1008.24
484,29001b000751373239383834,E27TAB813TMH4XJ,7,2019-03-29,,23,57.0559,9.9015,Peder Skrams Gade/Olfert Fischers Gade,2019-05-20 07:46:09.575000+00:00,83.52,,-2,18,-264,,48,78,43,10142,19.48,64.09,11,9,1949,184,1009.63
485,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 07:46:20.695000+00:00,85.34,,-24,11,-394,,54,86,48,8685,20.82,63.74,2,2,1805,184,1009.38
486,3c001c000751373239383834,E27TAB813Y6YHM7,7,2019-03-29,,24,57.0557,9.8925,Vestre Fjordvej/Kastetvej,2019-05-20 07:46:30.959000+00:00,83.2,,343,659,-28,,77,79,74,7695,20.61,59.6,12,11,2027,205,1009.64
487,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 07:47:54.576000+00:00,84.62,,-25,84,-430,,62,86,58,3082,22.1,78.41,18,14,2324,189,1007.13
488,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 07:49:40.006000+00:00,86.34,,-314,-105,-1918,,71,87,68,46216,19.61,87.96,25,21,1949,186,1009.24
489,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 07:51:33.532000+00:00,85.05,,68,460,-256,,62,78,55,11464,17.55,71.46,17,17,1721,191,1010.05
490,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 07:51:53.440000+00:00,85.34,,-54,63,-693,,63,86,51,12257,20.72,57.55,16,16,1554,169,1007.82
491,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 07:53:09.128000+00:00,85.91,,-73,202,-330,,65,86,61,8329,17.64,87.83,22,22,423,240,1008.36
492,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 07:54:23.669000+00:00,84.77,,-29,44,-319,,60,79,57,12758,17.78,88.68,17,17,1715,179,1009.09
493,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 07:57:02.553000+00:00,85.34,,-42,80,-356,,59,79,55,18655,19.25,75.22,15,14,1881,209,1008.25
494,29001b000751373239383834,E27TAB813TMH4XJ,7,2019-03-29,,23,57.0559,9.9015,Peder Skrams Gade/Olfert Fischers Gade,2019-05-20 07:57:54.760000+00:00,83.36,,-1,13,-206,,46,78,30,18228,19.8,62.13,7,6,1936,167,1009.68
495,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 07:57:57.824000+00:00,84.91,,-8,78,-405,,58,86,55,34173,20.08,65.77,2,2,1793,185,1009.35
496,3c001c000751373239383834,E27TAB813Y6YHM7,7,2019-03-29,,24,57.0557,9.8925,Vestre Fjordvej/Kastetvej,2019-05-20 07:58:18.593000+00:00,83.2,,-39,54,-575,,61,79,55,7064,20.0,59.34,11,11,2024,208,1009.67
497,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 07:59:31.650000+00:00,84.91,,-41,85,-1493,,63,86,59,5755,21.54,76.22,15,15,2264,149,1007.08
498,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 08:01:06.583000+00:00,86.63,,-416,-44,-908,,72,87,65,20897,19.77,85.14,24,21,1958,169,1009.2
499,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 08:03:10.357000+00:00,85.2,,37,273,-257,,56,78,50,9567,17.51,70.47,11,11,1724,194,1010.03
500,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 08:03:27.553000+00:00,84.91,,-29,330,-535,,60,85,52,28464,21.06,55.81,11,11,1507,146,1007.67
501,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 08:04:41.068000+00:00,85.2,,21,273,-386,,62,86,58,9943,17.82,86.25,21,21,409,236,1008.28
502,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 08:05:59.408000+00:00,84.91,,-97,91,-386,,69,79,65,10917,17.98,92.3,18,15,1721,207,1008.91
503,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 08:08:35.048000+00:00,85.48,,-41,77,-323,,61,78,57,17845,19.13,63.59,13,12,1878,213,1008.18
504,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 08:09:39.203000+00:00,84.48,,-7,8,-256,,48,86,41,7729,20.62,63.93,2,2,1784,183,1009.27
505,29001b000751373239383834,E27TAB813TMH4XJ,7,2019-03-29,,23,57.0559,9.9015,Peder Skrams Gade/Olfert Fischers Gade,2019-05-20 08:09:42.779000+00:00,83.03,,2,36,-295,,48,79,44,7228,20.17,61.12,7,6,1936,168,1009.52
506,3c001c000751373239383834,E27TAB813Y6YHM7,7,2019-03-29,,24,57.0557,9.8925,Vestre Fjordvej/Kastetvej,2019-05-20 08:10:08.236000+00:00,83.2,,50,152,-285,,60,71,56,6792,19.93,61.49,12,12,2022,202,1009.55
507,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 08:11:10.462000+00:00,85.05,,-55,100,-1581,,60,86,54,8619,22.32,73.83,23,21,2265,158,1006.96
508,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 08:12:34.162000+00:00,86.78,,-466,-148,-1086,,73,86,68,16584,19.47,83.8,27,23,1954,175,1009.11
509,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 08:14:46.219000+00:00,85.34,,27,117,-212,,54,78,49,8534,17.42,71.93,18,18,1738,176,1009.96
510,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 08:15:05.215000+00:00,84.62,,-43,374,-512,,60,85,53,9141,20.15,59.43,17,17,1522,171,1007.66
511,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 08:16:16.665000+00:00,84.77,,-106,84,-1519,,68,86,64,9854,17.6,86.98,25,24,381,205,1008.26
512,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 08:17:36.800000+00:00,85.05,,5,192,-216,,66,77,61,10740,17.8,75.23,19,19,1656,186,1008.89
513,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 08:20:10.749000+00:00,85.48,,-16,73,-252,,61,78,56,9576,18.91,73.87,18,17,1882,222,1008.16
514,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 08:21:23.093000+00:00,84.34,,-45,28,-298,,60,86,55,5665,19.54,68.37,2,2,1762,182,1009.21
515,29001b000751373239383834,E27TAB813TMH4XJ,7,2019-03-29,,23,57.0559,9.9015,Peder Skrams Gade/Olfert Fischers Gade,2019-05-20 08:21:31.570000+00:00,82.87,,-14,9,-82,,52,63,45,10795,19.79,62.18,14,13,1942,178,1009.51
516,3c001c000751373239383834,E27TAB813Y6YHM7,7,2019-03-29,,24,57.0557,9.8925,Vestre Fjordvej/Kastetvej,2019-05-20 08:21:55.855000+00:00,83.2,,8,102,-85,,61,68,58,8252,20.04,59.64,15,15,2014,206,1009.57
517,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 08:22:46.782000+00:00,85.2,,-39,741,-452,,63,86,58,4349,21.6,74.02,18,18,2276,178,1007.01
518,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 08:23:57.522000+00:00,86.92,,-355,427,-791,,71,86,67,10350,18.83,79.86,24,23,1903,162,1009.15
519,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 08:26:20.213000+00:00,85.34,,48,145,-175,,61,79,53,10449,17.13,73.08,21,20,1744,200,1009.99
520,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 08:26:46.953000+00:00,84.48,,-34,22,-461,,61,86,52,9934,19.78,58.96,22,20,1472,144,1007.68
521,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 08:27:54.469000+00:00,84.48,,-17,292,-297,,64,86,59,8300,17.29,88.55,24,22,396,232,1008.33
522,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 08:29:12.504000+00:00,85.2,,-66,67,-376,,67,79,62,18793,17.36,86.97,23,22,1653,208,1008.88
523,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 08:31:45.500000+00:00,85.63,,-83,77,-455,,64,80,60,18030,19.04,68.26,16,15,1878,203,1008.19
524,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 08:33:07.438000+00:00,84.17,,-27,34,-314,,55,86,47,7237,18.99,70.31,2,2,1743,181,1009.23
525,29001b000751373239383834,E27TAB813TMH4XJ,7,2019-03-29,,23,57.0559,9.9015,Peder Skrams Gade/Olfert Fischers Gade,2019-05-20 08:33:22.355000+00:00,82.87,,-18,23,-233,,54,78,47,3954,19.27,63.34,15,14,1923,180,1009.52
526,3c001c000751373239383834,E27TAB813Y6YHM7,7,2019-03-29,,24,57.0557,9.8925,Vestre Fjordvej/Kastetvej,2019-05-20 08:33:44.865000+00:00,83.2,,19,93,-163,,63,70,59,3618,19.62,60.92,13,13,1988,191,1009.49
527,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 08:34:21.590000+00:00,85.48,,443,1675,-348,,79,88,65,4661,20.63,75.08,18,18,2256,181,1006.92
528,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 08:35:20.191000+00:00,87.06,,-319,79,-634,,70,86,60,22632,18.91,79.65,24,19,1915,171,1009.09
529,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 08:37:55.045000+00:00,85.48,,60,413,-136,,59,79,52,3895,17.04,70.22,18,18,1723,197,1009.91
530,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 08:38:27.940000+00:00,84.62,,-13,145,-416,,64,86,57,3931,19.41,60.66,20,20,1481,171,1007.52
531,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 08:39:35.263000+00:00,84.34,,-53,81,-569,,66,86,61,4153,17.17,88.27,28,26,395,231,1008.2
532,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 08:40:45.472000+00:00,85.2,,-10,122,-669,,66,78,60,5591,17.02,79.53,20,17,1595,179,1008.85
533,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 08:43:18.310000+00:00,85.77,,-292,83,-816,,70,81,64,11047,17.86,71.2,13,12,1838,207,1008.01
534,30002a001947373239323130,E27TAB813TM6TER,7,2019-03-29,,26,57.0526,9.9089,Vestbyen Station,2019-05-20 08:44:55.716000+00:00,84.01,,-43,43,-353,,62,86,57,7125,18.11,74.9,2,2,1727,180,1009.19
535,29001b000751373239383834,E27TAB813TMH4XJ,7,2019-03-29,,23,57.0559,9.9015,Peder Skrams Gade/Olfert Fischers Gade,2019-05-20 08:45:15.499000+00:00,83.85,,14,117,-382,,54,79,45,7968,18.18,67.74,16,14,1908,182,1009.61
536,3c001c000751373239383834,E27TAB813Y6YHM7,7,2019-03-29,,24,57.0557,9.8925,Vestre Fjordvej/Kastetvej,2019-05-20 08:45:31.570000+00:00,84.34,,1,60,-309,,57,78,53,7332,18.27,65.93,13,13,1975,197,1009.58
537,320033000751373239383834,E27TAB8139DUJVK,7,2019-03-29,,22,57.0409,9.9106,"Kong Christians Allé/Vesterbro
",2019-05-20 08:45:55.564000+00:00,85.05,,-51,34,-1026,,61,86,55,2671,19.28,75.33,19,19,2225,176,1006.93
538,39001e000751373239383834,E27TAB813TMLQTN,7,2019-03-29,,27,57.0376,9.9314,Østre Allé/Sønderbro,2019-05-20 08:46:40.884000+00:00,87.21,,-114,97,-345,,66,86,63,12186,18.17,84.73,25,23,1900,170,1009.17
539,2f001b000751373239383834,E27TAB813LCTH7X,7,2019-03-29,,25,57.0468,9.9395,Nyhavnsgade/Østre Havnegade,2019-05-20 08:49:28.078000+00:00,84.91,,111,427,-255,,67,79,59,9127,16.42,73.88,23,22,1699,191,1009.97
540,2f002f001847373239323130,E27TAB8135C2U6T,7,2019-04-03,,29,57.0454,9.9036,Kong Christians Allé/Hasserisgade,2019-05-20 08:50:10.065000+00:00,85.2,,-35,340,-532,,63,84,59,4700,18.41,65.37,22,21,1454,168,1007.73
541,420055000751373239383834,E27TAB81383936T ,7,2018-11-14,,14,57.0495,9.9164,Vesterbro/Bispensgade,2019-05-20 08:51:14.647000+00:00,84.77,,-38,61,-1001,,63,86,56,6936,16.65,92.22,26,26,395,237,1008.34
542,280027001947373239323130,E27TAB813MQG4SS,7,2019-03-01,,11,57.0424,9.9307,Jyllandsgade/Sønderbro,2019-05-20 08:52:18.650000+00:00,84.62,,-32,138,-360,,66,79,62,12300,16.56,81.5,25,22,1607,202,1009.03
543,380044001947373239323130,E27TAB813QFD4F5,7,2019-03-29,,28,57.0406,9.9447,Østre Allé/Langelandsgade,2019-05-20 08:54:50.972000+00:00,85.91,,-133,268,-486,,70,81,67,18772,17.35,73.09,22,20,1815,201,1008.23
